link_id;speed_limit;road_type;x_b;y_b;x_e;y_e
223572;60;1050;15.822340;45.839115;15.818467;45.840961
223570;60;1050;15.823199;45.838704;15.822823;45.838883
223569;0;1050;15.824604;45.838016;15.823199;45.838704
223510;0;1040;15.824840;45.837889;15.825548;45.837979
223511;0;1040;15.825548;45.837979;15.827104;45.839003
208550;100;1010;15.845987;45.794130;15.845869;45.794340
208500;40;1010;15.847886;45.788198;15.848604;45.788931
208535;80;1010;15.849710;45.789522;15.851029;45.790285
383576;60;1040;16.018356;45.796539;16.018453;45.796472
397793;0;1050;16.106633;45.827655;16.106644;45.827558
397762;50;1040;16.105549;45.827693;16.105142;45.827738
397763;50;1040;16.105142;45.827738;16.103650;45.828029
397764;50;1040;16.103650;45.828029;16.101301;45.828351
397769;50;1040;16.099133;45.827984;16.098951;45.827932
395130;50;1050;16.038773;45.824605;16.039041;45.824665
395118;50;1050;16.037872;45.818758;16.037850;45.818826
394547;50;1050;16.018732;45.813621;16.018517;45.813172
205189;50;1040;16.003014;45.773151;16.001855;45.772956
205188;50;1040;16.003765;45.773285;16.003014;45.773151
205132;50;1040;16.003861;45.773510;16.003572;45.774363
219418;20;1050;16.000739;45.782010;16.000503;45.781861
395046;60;1040;16.038290;45.817061;16.038537;45.817106
396382;70;1040;16.064662;45.821256;16.069887;45.822123
396383;70;1040;16.069887;45.822123;16.077204;45.823349
396386;70;1040;16.077794;45.823454;16.081871;45.824463
397100;50;1050;16.070831;45.828530;16.071153;45.828493
395059;60;1040;16.037132;45.816964;16.036756;45.816889
394540;50;1050;16.013153;45.815468;16.016382;45.814765
394500;50;1050;16.011447;45.815550;16.012938;45.815491
394499;50;1050;16.008850;45.815191;16.011447;45.815550
220849;50;1050;16.008164;45.814877;16.008850;45.815191
201112;50;1050;15.935047;45.768915;15.935175;45.768765
201099;50;1050;15.934800;45.768967;15.934092;45.769656
223520;50;1040;15.827898;45.839444;15.827630;45.839287
223493;0;1040;15.825098;45.838158;15.824733;45.838069
223565;60;1050;15.822426;45.839160;15.822898;45.838936
223571;60;1050;15.822823;45.838883;15.822340;45.839115
200339;90;1050;15.902077;45.759687;15.902678;45.759597
201115;50;1050;15.935122;45.768571;15.934736;45.768466
201098;50;1050;15.935047;45.768915;15.934800;45.768967
200275;40;1010;15.897270;45.759365;15.898880;45.759372
200282;100;1010;15.899878;45.758354;15.901358;45.757097
200271;100;1010;15.905650;45.753818;15.901358;45.757097
397760;50;1040;16.106633;45.827655;16.106343;45.827663
396450;50;1050;16.082525;45.826818;16.082053;45.826878
394541;50;1050;16.016382;45.814765;16.017348;45.814399
394539;50;1050;16.012938;45.815491;16.013153;45.815468
383536;60;1040;16.010889;45.802261;16.010653;45.802455
205136;40;1040;16.002971;45.778239;16.002960;45.778284
397108;50;1050;16.068900;45.828695;16.068728;45.828702
395074;60;1050;16.035951;45.824358;16.035651;45.825263
395073;60;1050;16.036091;45.824037;16.035951;45.824358
223499;0;1040;15.825495;45.837695;15.825548;45.837979
397761;50;1040;16.106343;45.827663;16.105549;45.827693
397767;50;1040;16.099595;45.828126;16.099380;45.828067
397771;50;1040;16.098586;45.827835;16.098243;45.827745
396391;50;1040;16.083480;45.826676;16.083233;45.826706
397098;50;1050;16.068739;45.828777;16.068910;45.828769
395103;60;1050;16.035619;45.826512;16.035812;45.825293
205183;50;1040;16.003743;45.772949;16.003014;45.773151
218823;60;1040;15.978938;45.794564;15.979668;45.794601
220872;50;1050;15.992639;45.810338;15.992199;45.810293
397095;50;1050;16.063031;45.828014;16.063052;45.827917
395120;50;1050;16.037561;45.819760;16.037421;45.820239
223521;50;1040;15.827630;45.839287;15.826685;45.839010
223566;60;1050;15.822898;45.838936;15.823241;45.838771
208557;120;1010;15.828445;45.811834;15.828370;45.811924
208531;100;1010;15.847349;45.791340;15.846984;45.792253
395106;60;1050;16.036048;45.824583;16.036252;45.824067
218207;50;1050;15.989753;45.782803;15.990043;45.782818
220289;50;1050;15.989388;45.813823;15.989968;45.813838
220815;50;1050;15.995772;45.814608;15.996405;45.814803
220863;50;1050;15.997649;45.814025;15.997553;45.814107
394519;50;1050;16.012906;45.818713;16.012509;45.818616
395140;50;1050;16.042163;45.825413;16.041723;45.825293
395692;50;1050;16.055896;45.829629;16.055875;45.829831
202375;0;1040;15.989131;45.752920;15.989635;45.752321
214056;50;1040;15.941216;45.788280;15.940915;45.788273
211994;50;1040;15.921024;45.789529;15.920874;45.789589
211997;50;1040;15.918814;45.790524;15.918213;45.790801
212000;50;1040;15.914705;45.791736;15.913889;45.791819
216670;50;1040;15.953962;45.799867;15.954155;45.799800
208507;60;1010;15.845000;45.787644;15.847349;45.791340
208545;80;1010;15.831320;45.784487;15.831395;45.784509
208511;80;1010;15.838938;45.785534;15.838530;45.785430
212603;50;1050;15.911003;45.798267;15.911164;45.798394
212611;50;1050;15.914758;45.800638;15.915241;45.800937
213223;50;1050;15.915745;45.801244;15.916411;45.801655
213225;50;1050;15.916722;45.801857;15.916926;45.801977
213228;50;1050;15.917484;45.802321;15.918792;45.803144
213232;50;1050;15.919458;45.803555;15.919812;45.803779
215996;50;1050;15.932697;45.812223;15.932096;45.812238
214648;0;1040;15.943737;45.794198;15.944048;45.794212
203021;60;1050;15.980623;45.768690;15.980633;45.768406
204535;60;1040;15.980430;45.773645;15.980430;45.774124
232312;50;1050;16.004580;45.816837;16.004205;45.816754
213252;50;1050;15.928963;45.810002;15.929940;45.810697
215953;50;1050;15.929940;45.810697;15.930476;45.811101
215955;40;1050;15.930948;45.811460;15.931453;45.811834
215960;50;1050;15.931817;45.812081;15.932096;45.812238
215998;50;1050;15.931560;45.812455;15.931495;45.812709
231755;40;1050;15.979947;45.822444;15.980022;45.822953
201100;50;1050;15.934092;45.769656;15.934027;45.769716
223568;0;1050;15.824529;45.838173;15.824733;45.838069
223509;0;1040;15.824604;45.838016;15.824840;45.837889
215962;50;1050;15.931098;45.814070;15.931045;45.814272
202398;0;1040;15.989442;45.752276;15.988970;45.751849
202370;40;1040;15.989603;45.754162;15.989281;45.753840
220291;40;1050;15.990837;45.813868;15.991180;45.813875
220835;0;1050;15.997875;45.814272;15.997939;45.814152
220816;50;1050;15.996405;45.814803;15.997328;45.815079
205097;70;1040;15.990429;45.777371;15.990440;45.777005
205101;70;1040;15.990665;45.772642;15.990665;45.772530
202406;80;1040;15.992800;45.747949;15.992929;45.747859
205155;70;1040;15.990751;45.774790;15.990740;45.774969
214055;40;1040;15.941463;45.788288;15.941216;45.788280
213251;50;1050;15.928341;45.809523;15.928963;45.810002
215954;50;1050;15.930476;45.811101;15.930948;45.811460
215961;50;1050;15.931817;45.812081;15.931560;45.811901
223507;0;1040;15.824368;45.836499;15.824711;45.837695
223506;0;1040;15.824304;45.836260;15.824368;45.836499
209199;60;1040;15.867069;45.814032;15.866146;45.814100
209198;60;1040;15.869150;45.813913;15.867069;45.814032
209197;60;1040;15.870416;45.813845;15.869150;45.813913
211160;60;1040;15.870416;45.813845;15.878345;45.813412
213209;50;1050;15.924629;45.813165;15.923867;45.812985
394548;50;1050;16.018732;45.813621;16.018517;45.813703
223519;50;1040;15.828542;45.840221;15.827898;45.839444
223508;0;1040;15.824711;45.837695;15.824604;45.838016
208497;80;1010;15.849345;45.789320;15.849710;45.789522
397777;50;1040;16.093919;45.826908;16.093522;45.826855
396396;50;1040;16.084886;45.826497;16.085068;45.826467
383572;60;1040;16.019000;45.796232;16.018453;45.796472
202368;40;1040;15.989174;45.754170;15.989335;45.754162
232311;50;1050;16.005052;45.816949;16.004580;45.816837
395676;60;1040;16.049212;45.818721;16.049802;45.818803
395053;60;1040;16.044449;45.817913;16.044180;45.817876
394543;50;1050;16.018817;45.813748;16.019558;45.813427
214050;50;1040;15.939306;45.788101;15.939499;45.788101
215920;50;1040;15.943383;45.797077;15.943351;45.797190
217448;50;1040;15.959026;45.799344;15.958725;45.799314
220312;50;1050;15.983348;45.813958;15.983262;45.814062
220314;50;1050;15.983176;45.814137;15.983037;45.814227
220317;50;1050;15.982372;45.814623;15.982039;45.814855
223505;0;1040;15.824046;45.835714;15.824304;45.836260
223482;50;1040;15.822887;45.834062;15.823113;45.834466
223475;80;1040;15.831535;45.817263;15.830988;45.817689
211182;0;1050;15.906368;45.812537;15.906680;45.812903
202998;70;1040;15.990762;45.764155;15.990772;45.764260
212588;60;1030;15.923020;45.794908;15.922880;45.794916
220831;50;1050;15.997499;45.814459;15.997317;45.814354
383555;50;1040;16.020008;45.796060;16.020148;45.796599
394490;60;1040;16.019289;45.813359;16.019558;45.813427
214655;50;1040;15.945486;45.788572;15.945057;45.788265
217466;50;1050;15.968156;45.808117;15.968124;45.808057
220313;50;1050;15.983262;45.814062;15.983176;45.814137
205157;70;1040;15.990633;45.777005;15.990633;45.777169
396393;50;1040;16.083480;45.826676;16.083641;45.826654
383574;50;1040;16.017745;45.796434;16.016961;45.796404
223481;50;1040;15.822845;45.833913;15.822887;45.834062
214658;50;1040;15.946022;45.788115;15.945733;45.788063
204513;60;1040;15.979925;45.776159;15.979958;45.776039
220777;60;1040;16.003861;45.809157;16.003368;45.809142
200273;40;1010;15.899169;45.759020;15.898944;45.758968
397768;50;1040;16.099380;45.828067;16.099133;45.827984
220783;50;1040;16.003067;45.809231;16.003250;45.809306
395048;60;1040;16.038773;45.817151;16.039299;45.817233
396384;70;1040;16.077204;45.823349;16.077794;45.823454
396387;70;1040;16.081871;45.824463;16.082547;45.825076
200281;70;1010;15.899642;45.758579;15.899878;45.758354
402557;0;1040;16.140064;45.825435;16.139764;45.825697
219434;0;1050;16.002113;45.780424;16.001801;45.780013
219425;0;1050;16.002810;45.781801;16.002531;45.781689
220319;40;1050;15.981824;45.815184;15.981685;45.814855
209255;60;1050;15.866146;45.814100;15.863872;45.814496
214052;40;1040;15.940915;45.788101;15.941205;45.788101
220825;50;1050;15.993969;45.811011;15.994141;45.811213
220861;50;1050;15.998358;45.813479;15.997918;45.813838
223492;0;1040;15.825216;45.837732;15.825098;45.838158
201106;50;1050;15.934478;45.768720;15.934510;45.768616
402601;50;1040;16.121235;45.824171;16.120720;45.824246
201113;50;1050;15.935175;45.768765;15.935186;45.768698
395104;60;1050;16.035812;45.825293;16.035994;45.824725
395057;60;1040;16.038526;45.817180;16.038269;45.817143
396409;0;1040;16.072708;45.822676;16.069854;45.822220
394535;50;1050;16.013163;45.814511;16.013153;45.814593
208505;80;1010;15.845064;45.787614;15.844581;45.787442
212609;50;1050;15.914415;45.800428;15.914544;45.800496
212612;50;1050;15.915241;45.800937;15.915391;45.801012
213227;50;1050;15.917162;45.802134;15.917484;45.802321
215958;50;1050;15.931613;45.812140;15.931560;45.812455
220865;50;1050;15.997317;45.814354;15.996898;45.814294
204530;60;1040;15.980494;45.771676;15.980494;45.771781
394550;50;1050;16.017498;45.814152;16.017423;45.814189
394518;50;1050;16.013035;45.818743;16.012906;45.818713
209241;50;1050;15.857370;45.813038;15.857209;45.813060
208585;50;1050;15.854827;45.813501;15.854130;45.813636
210555;40;1050;15.906476;45.806404;15.905639;45.806427
210556;40;1050;15.905639;45.806427;15.904984;45.806434
205158;70;1040;15.990633;45.777169;15.991169;45.777708
203042;0;1050;15.989581;45.760008;15.990171;45.760435
216679;40;1040;15.958554;45.799284;15.958725;45.799314
223491;0;1040;15.825323;45.837680;15.825216;45.837732
202369;40;1040;15.989335;45.754162;15.989603;45.754162
214045;50;1040;15.931388;45.787315;15.931592;45.787270
204521;60;1040;15.980365;45.771804;15.980494;45.771676
220823;50;1050;15.997242;45.815132;15.996405;45.814803
204520;60;1040;15.980365;45.771834;15.980365;45.771804
216003;50;1050;15.931045;45.814272;15.930852;45.814249
220832;50;1050;15.997499;45.814459;15.997767;45.814436
395694;50;1050;16.055907;45.830429;16.055918;45.830459
394542;50;1050;16.017348;45.814399;16.018817;45.813748
215990;50;1050;15.942181;45.811722;15.942063;45.811722
216702;50;1050;15.956751;45.809336;15.957105;45.809456
205205;50;1050;15.990579;45.777917;15.990558;45.778224
216683;50;1050;15.945368;45.812806;15.945561;45.812761
383517;70;1030;16.042560;45.798962;16.042228;45.798903
384161;50;1050;16.014934;45.803166;16.015534;45.803278
220851;50;1050;16.008228;45.814743;16.007670;45.814474
394554;50;1050;16.014816;45.815057;16.013142;45.815311
394551;50;1050;16.017423;45.814189;16.017101;45.814331
396388;70;1040;16.082547;45.825076;16.082729;45.825375
220275;50;1050;15.983670;45.810787;15.983680;45.810563
202359;50;1040;15.989345;45.754237;15.989335;45.754162
207792;0;1050;15.816236;45.808371;15.814755;45.808035
207791;0;1050;15.816547;45.808439;15.816236;45.808371
207790;0;1050;15.817963;45.808768;15.816547;45.808439
207788;50;1050;15.819336;45.809142;15.818617;45.808925
207787;90;1050;15.820613;45.809531;15.819336;45.809142
207786;40;1050;15.821825;45.809904;15.820613;45.809531
208575;40;1050;15.822297;45.810039;15.822533;45.810106
208576;40;1050;15.822533;45.810106;15.823864;45.810525
208583;0;1050;15.824636;45.810779;15.824797;45.810862
208620;0;1050;15.825334;45.811056;15.824797;45.810862
208619;0;1050;15.826353;45.811467;15.825334;45.811056
208617;50;1050;15.827179;45.811819;15.826621;45.811587
208615;50;1050;15.828069;45.812185;15.827769;45.812058
208613;50;1050;15.830011;45.812956;15.828681;45.812425
208612;50;1050;15.830762;45.813270;15.830011;45.812956
208610;50;1050;15.831760;45.813681;15.831127;45.813419
208608;50;1050;15.833691;45.814466;15.832254;45.813875
208605;40;1050;15.834947;45.814885;15.834700;45.814833
208602;50;1050;15.836030;45.814945;15.835773;45.814952
208599;50;1050;15.837629;45.814960;15.837092;45.814960
208594;40;1050;15.839860;45.814975;15.839646;45.814975
208588;40;1050;15.850385;45.814317;15.849870;45.814391
395047;60;1040;16.038537;45.817106;16.038773;45.817151
390993;100;1010;16.123896;45.787495;16.123928;45.787524
402551;40;1040;16.137983;45.826175;16.138959;45.826280
402552;0;1040;16.139764;45.825697;16.140021;45.825300
402610;50;1040;16.113918;45.826242;16.112319;45.826811
402611;50;1040;16.112319;45.826811;16.111676;45.826968
395114;50;1050;16.038526;45.817180;16.038462;45.817412
220876;50;1050;15.992650;45.810196;15.992789;45.810204
396418;50;1050;16.062806;45.821876;16.062709;45.822123
382203;40;1040;16.091806;45.764110;16.090508;45.763960
382228;40;1040;16.090508;45.763960;16.089445;45.764612
385613;30;1040;16.060370;45.775905;16.060370;45.775755
384851;40;1040;16.058074;45.776773;16.058890;45.776346
384847;50;1040;16.054759;45.778434;16.055210;45.778217
382891;50;1040;16.038290;45.786769;16.037850;45.786978
397759;50;1040;16.106955;45.827640;16.106633;45.827655
203734;50;1040;15.999538;45.768017;15.999527;45.768226
385612;30;1040;16.059887;45.775912;16.060370;45.775905
